web-scraper-order,web-scraper-start-url,disinfo-case-link,disinfo-case-link-href,title,date,keywords
1653634300-875,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The West plays a game without rules against Belarus,https://euvsdisinfo.eu/report/the-west-plays-a-game-without-rules-against-belarus,Disinfo: The West plays a game without rules against Belarus,DATE OF PUBLICATION: 20/07/2021,"Keywords: West, Economic difficulties, Hybrid war, Terrorism, Trade, economy"
1653634435-922,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,West is eager to stage coup d'état in Belarus,https://euvsdisinfo.eu/report/west-is-eager-to-stage-coup-detat-in-belarus,Disinfo: West is eager to stage coup d'état in Belarus,DATE OF PUBLICATION: 03/08/2021,null
1653634311-879,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"US and European allies stage provocations against Belarus, plot to kill Lukashenka",https://euvsdisinfo.eu/report/us-and-european-allies-stage-provocations-against-belarus-plot-to-kill-lukashenka,"Disinfo: US and European allies stage provocations against Belarus, plot to kill Lukashenka",DATE OF PUBLICATION: 21/07/2021,"Keywords: Alexander Lukashenko, Secret services, Raman Pratasevich, West, Provocation"
1653634382-904,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"After the Maidan coup in Ukraine, the country turned into an Afghanistan-like country and lost its sovereignty",https://euvsdisinfo.eu/report/after-the-maidan-coup-in-ukraine-the-country-turned-into-an-afghanistan-like-country-and-lost-its-sovereignty,"Disinfo: After the Maidan coup in Ukraine, the country turned into an Afghanistan-like country and lost its sovereignty",DATE OF PUBLICATION: 25/07/2021,"Keywords: Sovereignty, Ukrainian statehood, Ukrainian disintegration, Euromaidan"
1653634408-913,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,US opposing Nord Stream 2 therefore supporting the 2014 Coup,https://euvsdisinfo.eu/report/us-opposing-nord-stream-2-therefore-supporting-the-2014-coup,Disinfo: US opposing Nord Stream 2 therefore supporting the 2014 Coup,DATE OF PUBLICATION: 30/07/2021,"Keywords: Coup, Euromaidan, illegal annexation, Energy, Nord Stream 2, gas, Sovereignty, Crimea, Manipulated elections/referendum, Ukrainian statehood, Territorial dispute"
1653634217-846,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"Precautionary bombing forced british ""Defender"" to leave Russian waters",https://euvsdisinfo.eu/report/precautionary-bombing-forced-british-defender-to-leave-russian-waters,"Disinfo: Precautionary bombing forced british ""Defender"" to leave Russian waters",DATE OF PUBLICATION: 11/07/2021,"Keywords: Crimea, International Law, illegal annexation, Ukrainian statehood, Military exercise, NATO, Black Sea, Provocation"
1653634289-871,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The EU drags Ukraine into poverty,https://euvsdisinfo.eu/report/the-eu-drags-ukraine-into-poverty,Disinfo: The EU drags Ukraine into poverty,DATE OF PUBLICATION: 19/07/2021,"Keywords: Economic difficulties, War in Ukraine, Ukrainian statehood, AA/DCFTA"
1653634231-851,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The West intervened in Ukraine's internal affairs in 2014,https://euvsdisinfo.eu/report/the-west-intervened-in-ukraines-internal-affairs-in-2014,Disinfo: The West intervened in Ukraine's internal affairs in 2014,DATE OF PUBLICATION: 12/07/2021,"Keywords: Vladimir Putin, Ukrainian statehood, Ukrainian disintegration, Anti-Russian, Euromaidan, Coup"
1653634303-876,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"West to use Georgia, Moldova and Ukraine against Russia without joining NATO",https://euvsdisinfo.eu/report/west-to-use-georgia-moldova-and-ukraine-against-russia-without-joining-nato,"Disinfo: West to use Georgia, Moldova and Ukraine against Russia without joining NATO",DATE OF PUBLICATION: 20/07/2021,"Keywords: EU/NATO enlargement, Anti-Russian, War in Ukraine, Russo-Georgian War, Transnistria"
1653634460-931,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The Russophobia virus prevented Poland from receiving benefits from the Nord Stream 2,https://euvsdisinfo.eu/report/the-russophobia-virus-prevented-poland-from-receiving-benefits-from-the-nord-stream-2,Disinfo: The Russophobia virus prevented Poland from receiving benefits from the Nord Stream 2,DATE OF PUBLICATION: 04/08/2021,"Keywords: Nord Stream 2, gas, Baltic sea, Baltic states, Russophobia, Anti-Russian"
1653634223-848,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Ukrainians and Russians are one people,https://euvsdisinfo.eu/report/ukrainians-and-russians-are-one-people,Disinfo: Ukrainians and Russians are one people,DATE OF PUBLICATION: 12/07/2021,"Keywords: Anti-Russian, Russophobia, Ukrainian statehood, Ukraine, Russian world"
1653634283-869,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,A journalist on board the HMS Defender confirmed the deliberate entrance in Russian waters,https://euvsdisinfo.eu/report/a-journalist-on-board-the-hms-defender-confirmed-the-deliberate-entrance-in-russian-waters,Disinfo: A journalist on board the HMS Defender confirmed the deliberate entrance in Russian waters,DATE OF PUBLICATION: 19/07/2021,"Keywords: Military, Military exercise, Crimea, Black Sea, illegal annexation, BBC"
1653634205-842,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Ukrainian economy collapsed because of the West,https://euvsdisinfo.eu/report/ukrainian-economy-collapsed-because-of-the-west,Disinfo: Ukrainian economy collapsed because of the West,DATE OF PUBLICATION: 10/07/2021,"Keywords: Ukrainian statehood, Economic difficulties"
1653634251-858,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Crimean residents voted in a referendum to return Crimea to Russia after a coup in Ukraine in 2014,https://euvsdisinfo.eu/report/crimean-residents-voted-in-a-referendum-to-return-crimea-to-russia-after-a-coup-in-ukraine-in-2014,Disinfo: Crimean residents voted in a referendum to return Crimea to Russia after a coup in Ukraine in 2014,DATE OF PUBLICATION: 14/07/2021,"Keywords: Crimea, Euromaidan, Referendum, Coup, NATO, illegal annexation, Manipulated elections/referendum"
1653634337-888,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The West tries to create a zone of instability around and inside Russia,https://euvsdisinfo.eu/report/the-west-tries-to-create-a-zone-of-instability-around-and-inside-russia,Disinfo: The West tries to create a zone of instability around and inside Russia,DATE OF PUBLICATION: 23/07/2021,"Keywords: Colour revolutions, Anti-Russian, West, Alexei Navalny, Elections, Destabilising Russia"
1653634329-885,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Ukraine launched a military operation in 2014,https://euvsdisinfo.eu/report/ukraine-launched-a-military-operation-in-2014,Disinfo: Ukraine launched a military operation in 2014,DATE OF PUBLICATION: 22/07/2021,"Keywords: LNR, DNR, Eastern Partnership, Euromaidan, Coup, Donbas, Ukrainian statehood"
1653634306-877,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Relations between Moscow and Kyiv deteriorated after the coup in Ukraine,https://euvsdisinfo.eu/report/relations-between-moscow-and-kyiv-deteriorated-after-the-coup-in-ukraine,Disinfo: Relations between Moscow and Kyiv deteriorated after the coup in Ukraine,DATE OF PUBLICATION: 20/07/2021,"Keywords: Donbas, Coup, Euromaidan"
1653634208-843,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The purpose of the Sea Breeze exercise is to provoke and test Russia,https://euvsdisinfo.eu/report/the-purpose-of-the-sea-breeze-exercise-is-to-provoke-and-test-russia,Disinfo: The purpose of the Sea Breeze exercise is to provoke and test Russia,DATE OF PUBLICATION: 10/07/2021,"Keywords: NATO, Military exercise, Black Sea, Provocation, Military"
1653634399-910,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"US uses military exercises to keep Georgia and Ukraine on a short leash, against Russia",https://euvsdisinfo.eu/report/us-uses-military-exercises-to-keep-georgia-and-ukraine-on-a-short-leash-against-russia,"Disinfo: US uses military exercises to keep Georgia and Ukraine on a short leash, against Russia",DATE OF PUBLICATION: 28/07/2021,"Keywords: Military exercise, NATO, Anti-Russian, Destabilising Russia, Encircling Russia, Provocation, Military, US presence in Europe"
1653634472-935,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"For the West, Russian elections will always be ""bad""",https://euvsdisinfo.eu/report/for-the-west-russian-elections-will-always-be-bad,"Disinfo: For the West, Russian elections will always be ""bad""",DATE OF PUBLICATION: 05/08/2021,"Keywords: Elections, West, Baltic states"
1653634343-890,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Freedom of expression is oppressed in Ukraine,https://euvsdisinfo.eu/report/freedom-of-expression-is-oppressed-in-ukraine,Disinfo: Freedom of expression is oppressed in Ukraine,DATE OF PUBLICATION: 23/07/2021,"Keywords: Freedom of speech, Human rights"
1653634294-873,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Ukraine's internal processes are under complete US control,https://euvsdisinfo.eu/report/ukraines-internal-processes-are-under-complete-us-control,Disinfo: Ukraine's internal processes are under complete US control,DATE OF PUBLICATION: 20/07/2021,"Keywords: Ukrainian statehood, Ukrainian disintegration, Ukraine, US presence in Europe, Imperialism/colonialism"
1653634348-892,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Myrotvorets lists Russians with Ukraine's approval,https://euvsdisinfo.eu/report/myrotvorets-lists-russians-with-ukraines-approval,Disinfo: Myrotvorets lists Russians with Ukraine's approval,DATE OF PUBLICATION: 23/07/2021,Keywords: Nazi/Fascist
1653634354-894,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"Russia’s complaint to ECHR: Kyiv violates rights, kills civilians in Donbas",https://euvsdisinfo.eu/report/russias-complaint-to-echr-kyiv-violates-rights-kills-civilians-in-donbas,"Disinfo: Russia’s complaint to ECHR: Kyiv violates rights, kills civilians in Donbas",DATE OF PUBLICATION: 23/07/2021,"Keywords: ECHR, Donbas, War in Ukraine, Human rights"
1653634371-900,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The West aims to destabilise Russia using its historic territories,https://euvsdisinfo.eu/report/the-west-aims-to-destabilise-russia-using-its-historic-territories,Disinfo: The West aims to destabilise Russia using its historic territories,DATE OF PUBLICATION: 24/07/2021,"Keywords: Ukrainian statehood, War in Ukraine, Eastern Ukraine, West, Orthodox Church"
1653634388-906,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,West increases pressure on CIS countries to break old ties,https://euvsdisinfo.eu/report/west-increases-pressure-on-cis-countries-to-break-old-ties,Disinfo: West increases pressure on CIS countries to break old ties,DATE OF PUBLICATION: 26/07/2021,"Keywords: CIS, Encircling Russia, Anti-Russian, Russophobia, War in Ukraine, Russo-Georgian War"
1653634477-937,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Zelensky's task is to reduce the population of Ukraine to 5 million people,https://euvsdisinfo.eu/report/zelenskys-task-is-to-reduce-the-population-of-ukraine-to-5-million-people,Disinfo: Zelensky's task is to reduce the population of Ukraine to 5 million people,DATE OF PUBLICATION: 05/08/2021,"Keywords: coronavirus, Ukraine, Sputnik V"
1653634393-908,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Zelenskyy and Tsikhanouskaya are a clown and a kitchen maid selling out their countries,https://euvsdisinfo.eu/report/zelenskyy-and-tsikhanouskaya-are-a-clown-and-a-kitchen-maid-selling-out-their-countries,Disinfo: Zelenskyy and Tsikhanouskaya are a clown and a kitchen maid selling out their countries,DATE OF PUBLICATION: 26/07/2021,"Keywords: Volodymyr Zelensky, Sviatlana Tsikhanouskaya, Puppets, Corruption, Crimea"
1653634292-872,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Moscow-Kyiv relationship deteriorated after the 2014 coup in Ukraine,https://euvsdisinfo.eu/report/moscow-kyiv-relationship-deteriorated-after-the-2014-coup-in-ukraine,Disinfo: Moscow-Kyiv relationship deteriorated after the 2014 coup in Ukraine,DATE OF PUBLICATION: 20/07/2021,"Keywords: Euromaidan, Crimea, illegal annexation, Manipulated elections/referendum"
1653634229-850,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Ukraine is militarised and under external control,https://euvsdisinfo.eu/report/ukraine-is-militarised-and-under-external-control,Disinfo: Ukraine is militarised and under external control,DATE OF PUBLICATION: 12/07/2021,"Keywords: Sovereignty, Ukrainian statehood, Vladimir Putin, Puppets, NATO"
1653634263-862,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Victoria Nuland may be preparing another Ukrainian-style coup in Central America,https://euvsdisinfo.eu/report/victoria-nuland-may-be-preparing-ukrainian-style-coup-central-america,Disinfo: Victoria Nuland may be preparing another Ukrainian-style coup in Central America,DATE OF PUBLICATION: 16/07/2021,"Keywords: Euromaidan, Coup, Colour revolutions, Victoria Nuland"
1653634423-918,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The West is creating a belt of instability around Russia,https://euvsdisinfo.eu/report/west-creating-belt-instability-around-russia,Disinfo: The West is creating a belt of instability around Russia,DATE OF PUBLICATION: 02/08/2021,"Keywords: Colour revolutions, Destabilising Russia, Encircling Russia"
1653634323-883,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Ukraine produces new 'initiatives' while not abiding by Minsk; Germany and France play along,https://euvsdisinfo.eu/report/ukraine-produces-new-initiatives-while-not-abiding-by-minsk-germany-and-france-play-along,Disinfo: Ukraine produces new 'initiatives' while not abiding by Minsk; Germany and France play along,DATE OF PUBLICATION: 22/07/2021,"Keywords: War in Ukraine, Minsk agreements, Eastern Ukraine, Donbas"
1653634463-932,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Poland and Lithuania implement the most aggressive policy against Belarus,https://euvsdisinfo.eu/report/poland-and-lithuania-implement-the-most-aggressive-policy-against-belarus,Disinfo: Poland and Lithuania implement the most aggressive policy against Belarus,DATE OF PUBLICATION: 04/08/2021,"Keywords: Alexander Lukashenko, KGB, Colour revolutions, US presence in Europe, Protest"
1653634379-903,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Russia has never used its energy supplies as a weapon,https://euvsdisinfo.eu/report/russia-has-never-used-its-energy-supplies-as-a-weapon,Disinfo: Russia has never used its energy supplies as a weapon,DATE OF PUBLICATION: 25/07/2021,"Keywords: Nord Stream 2, Energy"
1653634391-907,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Zelenskyy's regime is based on Nazism and hatred towards Russians,https://euvsdisinfo.eu/report/zelenskyys-regime-is-based-on-nazism-and-hatred-towards-russians,Disinfo: Zelenskyy's regime is based on Nazism and hatred towards Russians,DATE OF PUBLICATION: 26/07/2021,"Keywords: Ukrainian statehood, War in Ukraine, Russophobia, Anti-Russian, Nazi/Fascist, Volodymyr Zelensky, Donbas, Eastern Ukraine"
1653634443-925,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Kyiv's efforts to return Crimea are illegitimate and will be perceived as aggression,https://euvsdisinfo.eu/report/kyivs-efforts-to-return-crimea-are-illegitimate-and-will-be-perceived-as-aggression,Disinfo: Kyiv's efforts to return Crimea are illegitimate and will be perceived as aggression,DATE OF PUBLICATION: 03/08/2021,"Keywords: Crimea, illegal annexation, International Law"
1653634320-882,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"US, Germany, Poland, Ukraine and Lithuania support sleeper cells in Belarus",https://euvsdisinfo.eu/report/us-germany-poland-ukraine-and-lithuania-support-sleeper-cells-in-belarus,"Disinfo: US, Germany, Poland, Ukraine and Lithuania support sleeper cells in Belarus",DATE OF PUBLICATION: 21/07/2021,"Keywords: Alexander Lukashenko, Terrorism, Colour revolutions"
1653634411-914,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Western countries don't prevent anti-Belarusian terrorist activities realised from their territory,https://euvsdisinfo.eu/report/western-countries-dont-prevent-anti-belarusian-terrorist-activities-realised-from-their-territory,Disinfo: Western countries don't prevent anti-Belarusian terrorist activities realised from their territory,DATE OF PUBLICATION: 30/07/2021,"Keywords: Alexander Lukashenko, KGB, Terrorism, Baltic states, security threat, Secret services, Colour revolutions"
1653634254-859,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Poland purchased US tanks for the offensive operation against Ukraine,https://euvsdisinfo.eu/report/poland-purchased-us-tanks-for-the-offensive-operation-against-ukraine,Disinfo: Poland purchased US tanks for the offensive operation against Ukraine,DATE OF PUBLICATION: 15/07/2021,"Keywords: Conspiracy theory, Ukrainian disintegration"
1653634483-939,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Main goal of the coup in 2014 was to surrender Ukraine's sovereignty to the West,https://euvsdisinfo.eu/report/main-goal-of-the-coup-in-2014-was-to-surrender-ukraines-sovereignty-to-the-west,Disinfo: Main goal of the coup in 2014 was to surrender Ukraine's sovereignty to the West,DATE OF PUBLICATION: 08/08/2021,"Keywords: Coup, Euromaidan, Sovereignty, West, Ukrainian statehood, NATO"
1653634226-849,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Ukraine is a Western project directed against Russia,https://euvsdisinfo.eu/report/ukraine-is-a-western-project-directed-against-russia,Disinfo: Ukraine is a Western project directed against Russia,DATE OF PUBLICATION: 12/07/2021,"Keywords: West, War in Ukraine, Ukrainian statehood, Crimea"
1653634419-917,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The cult of Nazi/fascism accomplices is part of the official ideology for the Kyiv regime,https://euvsdisinfo.eu/report/the-cult-of-nazi-fascism-accomplices-is-part-of-the-official-ideology-for-the-kyiv-regime,Disinfo: The cult of Nazi/fascism accomplices is part of the official ideology for the Kyiv regime,DATE OF PUBLICATION: 30/07/2021,"Keywords: Nazi/Fascist, Ukrainian statehood"
1653634345-891,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The West attempts to form a belt of instability around Russia,https://euvsdisinfo.eu/report/the-west-attempts-to-form-a-belt-of-instability-around-russia,Disinfo: The West attempts to form a belt of instability around Russia,DATE OF PUBLICATION: 23/07/2021,"Keywords: Encircling Russia, Anti-Russian, West, Colour revolutions, Destabilising Russia, Elections, Russophobia, Coup"
1653634340-889,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,West tries to create a belt of instability around Russia,https://euvsdisinfo.eu/report/west-tries-to-create-a-belt-of-instability-around-russia,Disinfo: West tries to create a belt of instability around Russia,DATE OF PUBLICATION: 23/07/2021,"Keywords: Encircling Russia, West, Euromaidan, Colour revolutions, Anti-Russian, Russophobia, Military, Protest"
1653634240-854,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Russia-Ukraine confrontation provoked from outside,https://euvsdisinfo.eu/report/russia-ukraine-confrontation-provoked-from-outside,Disinfo: Russia-Ukraine confrontation provoked from outside,DATE OF PUBLICATION: 13/07/2021,"Keywords: Ukrainian statehood, West, Anti-Russian, Russophobia"
1653634246-856,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The West does not need Ukraine and wants its people to disappear,https://euvsdisinfo.eu/report/the-west-does-not-need-ukraine-and-wants-its-people-to-disappear,Disinfo: The West does not need Ukraine and wants its people to disappear,DATE OF PUBLICATION: 13/07/2021,"Keywords: Ukrainian statehood, Ukrainian disintegration"
1653634376-902,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"Crimea, which was Russian between 1784 and 1954, returned to Russia after a referendum",https://euvsdisinfo.eu/report/crimea-which-was-russian-between-1784-and-1954-returned-to-russia-after-a-referendum,"Disinfo: Crimea, which was Russian between 1784 and 1954, returned to Russia after a referendum",DATE OF PUBLICATION: 24/07/2021,"Keywords: Referendum, Manipulated elections/referendum, Crimea, illegal annexation"
1653634269-864,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,The West deliberately delays the MH17 trial,https://euvsdisinfo.eu/report/the-west-deliberately-delays-the-mh17-trial,Disinfo: The West deliberately delays the MH17 trial,DATE OF PUBLICATION: 17/07/2021,"Keywords: MH17, International Law, Eastern Ukraine, War in Ukraine"
1653634454-929,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Crimea was united with Russia following a majority-backed referendum,https://euvsdisinfo.eu/report/crimea-was-united-with-russia-following-a-majority-backed-referendum,Disinfo: Crimea was united with Russia following a majority-backed referendum,DATE OF PUBLICATION: 03/08/2021,"Keywords: Crimea, Referendum, Manipulated elections/referendum, Ukraine, illegal annexation"
1653634314-880,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,"Lithuania, Latvia, Poland and Ukraine are implementing US provocations against Belarus",https://euvsdisinfo.eu/report/lithuania-latvia-poland-and-ukraine-are-implementing-us-provocations-against-belarus,"Disinfo: Lithuania, Latvia, Poland and Ukraine are implementing US provocations against Belarus",DATE OF PUBLICATION: 21/07/2021,"Keywords: Coup, Colour revolutions, West, Secret services, Alexander Lukashenko"
1653634429-920,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=600,Zelenskyy backs Nazism in Ukraine and does not support ceasefire in Donbas,https://euvsdisinfo.eu/report/zelenskyy-backs-nazism-in-ukraine-and-does-not-support-ceasefire-in-donbas,Disinfo: Zelenskyy backs Nazism in Ukraine and does not support ceasefire in Donbas,DATE OF PUBLICATION: 02/08/2021,"Keywords: War in Ukraine, Eastern Ukraine, Donbas, Minsk agreements"
1653634926-973,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Ukraine has established an apartheid regime in relation to Russian speakers,https://euvsdisinfo.eu/report/ukraine-has-established-an-apartheid-regime-in-relation-to-russian-speakers,Disinfo: Ukraine has established an apartheid regime in relation to Russian speakers,DATE OF PUBLICATION: 24/06/2021,"Keywords: Russophobia, Anti-Russian, Russian language, Genocide"
1653634954-983,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Russia issues passports to Donbas citizens because Ukraine does not implement Minsk Agreements,https://euvsdisinfo.eu/report/russia-issues-passports-to-donbas-citizens-because-ukraine-does-not-implement-minsk-agreements,Disinfo: Russia issues passports to Donbas citizens because Ukraine does not implement Minsk Agreements,DATE OF PUBLICATION: 26/06/2021,"Keywords: War in Ukraine, Donbas, Donetsk, Minsk agreements"
1653635065-1022,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Germany and other countries planned coup in Belarus,https://euvsdisinfo.eu/report/germany-and-other-countries-planned-coup-in-belarus,Disinfo: Germany and other countries planned coup in Belarus,DATE OF PUBLICATION: 03/07/2021,"Keywords: Coup, Raman Pratasevich, Terrorism"
1653634982-993,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Crimea was annexed as the result of the US-financed coup in Ukraine,https://euvsdisinfo.eu/report/crimea-was-annexed-as-the-result-of-the-us-financed-coup-in-ukraine,Disinfo: Crimea was annexed as the result of the US-financed coup in Ukraine,DATE OF PUBLICATION: 28/06/2021,"Keywords: illegal annexation, Crimea, Russian expansionism, Coup, Euromaidan, West, Ukrainian statehood, Manipulated elections/referendum"
1653634894-962,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Kyiv's refusal to supply water to Crimea is tantamount to genocide,https://euvsdisinfo.eu/report/kyivs-refusal-to-supply-water-to-crimea-is-tantamount-to-genocide,Disinfo: Kyiv's refusal to supply water to Crimea is tantamount to genocide,DATE OF PUBLICATION: 22/06/2021,"Keywords: Genocide, Crimea, Ukrainian statehood"
1653634920-971,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,Crimea joined Russia as a result of a 2014 referendum held after Western-backed coup d’etat in Ukraine,https://euvsdisinfo.eu/report/crimea-joined-russia-as-a-result-of-a-2014-referendum-held-after-western-backed-coup-detat-in-ukraine,Disinfo: Crimea joined Russia as a result of a 2014 referendum held after Western-backed coup d’etat in Ukraine,DATE OF PUBLICATION: 24/06/2021,"Keywords: Crimea, illegal annexation, Coup, War in Ukraine, Manipulated elections/referendum, Euromaidan"
1653634908-967,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,"Using Sea Breeze as a cover, NATO will supply Ukraine with modern weapons",https://euvsdisinfo.eu/report/using-sea-breeze-as-a-cover-nato-will-supply-ukraine-with-modern-weapons,"Disinfo: Using Sea Breeze as a cover, NATO will supply Ukraine with modern weapons",DATE OF PUBLICATION: 23/06/2021,"Keywords: NATO, Military exercise, Donbas, War in Ukraine, Eastern Ukraine"
1653635019-1006,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=700,HMS Defender’s violation of Russian territorial waters was a provocation by the UK and the US,https://euvsdisinfo.eu/report/hms-defenders-violation-of-russian-territorial-waters-was-a-provocation-by-the-uk-and-the-us,Disinfo: HMS Defender’s violation of Russian territorial waters was a provocation by the UK and the US,DATE OF PUBLICATION: 30/06/2021,"Keywords: Crimea, Provocation, International Law, Black Sea, Occupation"
