web-scraper-order,web-scraper-start-url,disinfo-case-link,disinfo-case-link-href,title,date,keywords
1653639004-1728,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,USS McCain's breach into Russian waters is a provocation of the United States,https://euvsdisinfo.eu/report/uss-mccains-breach-into-russian-waters-is-the-provocation-of-the-united-states,Disinfo: USS McCain's breach into Russian waters is a provocation of the United States,DATE OF PUBLICATION: 03/12/2020,Keywords: Encircling Russia
1653638969-1720,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The EU must stop suffocating Donbas residents,https://euvsdisinfo.eu/report/the-eu-must-stop-suffocating-donbass-residents,Disinfo: The EU must stop suffocating Donbas residents,DATE OF PUBLICATION: 02/12/2020,"Keywords: Eastern Ukraine, EU regulations, Crimea, Donbas"
1653638774-1651,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,British intelligence officers prepared the MH17 crash,https://euvsdisinfo.eu/report/british-intelligence-officers-prepared-the-mh17-crash,Disinfo: British intelligence officers prepared the MH17 crash,DATE OF PUBLICATION: 11/11/2020,"Keywords: Intelligence services, MI6, Conspiracy theory, Donbas, War in Ukraine, MH17"
1653638995-1726,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"For NATO, Ukraine is important as a buffer zone, but not as a member of Alliance",https://euvsdisinfo.eu/report/for-nato-ukraine-is-important-as-a-buffer-zone-but-not-as-a-member-of-alliance,"Disinfo: For NATO, Ukraine is important as a buffer zone, but not as a member of Alliance",DATE OF PUBLICATION: 03/12/2020,"Keywords: EU/NATO enlargement, NATO"
1653639031-1737,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Russia is not a party to the internal Ukrainian conflict,https://euvsdisinfo.eu/report/russia-is-not-a-party-to-the-internal-ukrainian-conflict,Disinfo: Russia is not a party to the internal Ukrainian conflict,DATE OF PUBLICATION: 06/12/2020,"Keywords: DNR, Civil war, LNR, Coup, War in Ukraine"
1653638965-1719,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,A colour revolution is the best way for a country to lose part of its territory,https://euvsdisinfo.eu/report/a-colour-revolution-is-the-best-way-to-lose-a-part-of-its-territory,Disinfo: A colour revolution is the best way for a country to lose part of its territory,DATE OF PUBLICATION: 01/12/2020,"Keywords: Abkhazia, South Ossetia, Nagorno-Karabakh, Protest, Colour revolutions, Crimea, Euromaidan, Donbas"
1653638980-1723,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"The speech of the ""DPR"" and ""LPR"" at UN meeting is recognition at the international level",https://euvsdisinfo.eu/report/the-speech-of-the-dpr-and-lpr-un-meeting-is-recognition-at-the-international-level,"Disinfo: The speech of the ""DPR"" and ""LPR"" at UN meeting is recognition at the international level",DATE OF PUBLICATION: 02/12/2020,"Keywords: United Nations, DNR, LNR"
1653638779-1653,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,A coup is being prepared in Ukraine due to Biden's victory,https://euvsdisinfo.eu/report/a-coup-is-being-prepared-in-ukraine-due-to-bidens-victory,Disinfo: A coup is being prepared in Ukraine due to Biden's victory,DATE OF PUBLICATION: 11/11/2020,"Keywords: US Presidential Election 2020, Manipulated elections/referendum, Joe Biden, Petro Poroshenko, Coup"
1653638852-1679,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Kyiv modernises WWII mines to use against Russia,https://euvsdisinfo.eu/report/kyiv-modernises-wwii-mines-to-use-against-russia,Disinfo: Kyiv modernises WWII mines to use against Russia,DATE OF PUBLICATION: 20/11/2020,"Keywords: Black Sea, Anti-Russian, USSR, War in Ukraine"
1653639040-1740,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine is facing a second Donbas in Transcarpathia,https://euvsdisinfo.eu/report/ukraine-is-facing-a-second-donbas-in-transcarpathia,Disinfo: Ukraine is facing a second Donbas in Transcarpathia,DATE OF PUBLICATION: 07/12/2020,"Keywords: Transcarpathia, Donbas"
1653638796-1659,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Crimea democratically voted for reunification with Russia,https://euvsdisinfo.eu/report/crimea-democratically-in-full-compliance-with-international-law-and-the-un-charter-voted-for-reunification-with-russia,Disinfo: Crimea democratically voted for reunification with Russia,DATE OF PUBLICATION: 14/11/2020,"Keywords: illegal annexation, Crimea, Referendum"
1653638765-1648,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukrainian president Volodymyr Zelenskyy is a vassal of Turkish President Recep Tayyip Erdoğan,https://euvsdisinfo.eu/report/ukrainian-president-volodymyr-zelenskyy-is-a-vassal-of-turkish-president-recep-tayyip-erdogan,Disinfo: Ukrainian president Volodymyr Zelenskyy is a vassal of Turkish President Recep Tayyip Erdoğan,DATE OF PUBLICATION: 10/11/2020,"Keywords: Volodymyr Zelensky, Ukraine, Black Sea"
1653638850-1678,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,American special services established a centre near Warsaw working against Belarus,https://euvsdisinfo.eu/report/the-american-special-services-established-a-centre-near-warsaw-working-against-belarus,Disinfo: American special services established a centre near Warsaw working against Belarus,DATE OF PUBLICATION: 20/11/2020,"Keywords: Protest, Democracy, US presence in Europe, Alexander Lukashenko, Conspiracy theory, Secret services"
1653638906-1698,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The West uses neo-Nazis to destabilise Russia and its neighbouring states,https://euvsdisinfo.eu/report/the-west-uses-neo-nazis-to-destabilize-russia-and-its-neighboring-states,Disinfo: The West uses neo-Nazis to destabilise Russia and its neighbouring states,DATE OF PUBLICATION: 25/11/2020,"Keywords: West, Encircling Russia, Destabilising Russia, Nazi/Fascist, Warmongering"
1653639026-1735,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The West has turned Ukraine into a buffer between Russia and Europe,https://euvsdisinfo.eu/report/the-west-has-turned-ukraine-into-a-buffer-between-russia-and-europe,Disinfo: The West has turned Ukraine into a buffer between Russia and Europe,DATE OF PUBLICATION: 05/12/2020,"Keywords: Ukraine, Ukrainian statehood"
1653638771-1650,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,International blockade of Crimea will end since Nicaragua opened a Consulate there,https://euvsdisinfo.eu/report/the-international-blockade-against-crimea-will-soon-end-after-nicaragua-opened-a-consulate-in-crimea,Disinfo: International blockade of Crimea will end since Nicaragua opened a Consulate there,DATE OF PUBLICATION: 10/11/2020,Keywords: Crimea
1653638898-1695,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Euromaidan was an armed coup that resulted in an illegitimate transit of power,https://euvsdisinfo.eu/report/euromaidan-was-an-armed-coup-that-resulted-in-an-illegitimate-transit-of-power,Disinfo: Euromaidan was an armed coup that resulted in an illegitimate transit of power,DATE OF PUBLICATION: 24/11/2020,"Keywords: Ukraine, Euromaidan, Coup"
1653638816-1666,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine is going to send all people who received Russian passports to concentration camps,https://euvsdisinfo.eu/report/ukraine-is-going-to-send-to-concentration-camps-all-people-who-received-russian-passports,Disinfo: Ukraine is going to send all people who received Russian passports to concentration camps,DATE OF PUBLICATION: 18/11/2020,"Keywords: Volodymyr Zelensky, DNR, Donbas, LPR, Nazi/Fascist"
1653638869-1685,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The aim of the coup in Ukraine in 2013-2014 was to seize Ukraine's resources,https://euvsdisinfo.eu/report/the-aim-of-the-coup-in-ukraine-in-2013-2014-was-to-seize-ukraines-resources,Disinfo: The aim of the coup in Ukraine in 2013-2014 was to seize Ukraine's resources,DATE OF PUBLICATION: 21/11/2020,"Keywords: Colour revolutions, Euromaidan, Coup"
1653638929-1706,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"During the coup d’etat in Ukraine, the Right Sector was financed by NATO and Americans",https://euvsdisinfo.eu/report/during-the-coup-detat-in-ukraine-the-right-sector-was-financed-by-nato-and-omnipresent-americans,"Disinfo: During the coup d’etat in Ukraine, the Right Sector was financed by NATO and Americans",DATE OF PUBLICATION: 27/11/2020,"Keywords: Right Sector, Euromaidan, NATO, Coup"
1653638788-1656,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Russia is not responsible for downing of MH17 in 2014,https://euvsdisinfo.eu/report/russia-is-not-responsible-for-downing-of-mh17-in-2014,Disinfo: Russia is not responsible for downing of MH17 in 2014,DATE OF PUBLICATION: 12/11/2020,Keywords: MH17
1653638785-1655,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Buk missile that shot down MH17 was Ukrainian and shot from Ukraine controlled territory,https://euvsdisinfo.eu/report/it-is-proven-that-the-buk-missile-that-shut-down-flight-mh17-was-ukrainian-and-shot-from-ukraine-controlled-territory,Disinfo: Buk missile that shot down MH17 was Ukrainian and shot from Ukraine controlled territory,DATE OF PUBLICATION: 12/11/2020,Keywords: MH17
1653638822-1668,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"The State Treasury Service of Ukraine only has enough money left for 10 days, Ukraine will collapse",https://euvsdisinfo.eu/report/in-the-state-treasury-service-of-ukraine-money-left-for-10-days,"Disinfo: The State Treasury Service of Ukraine only has enough money left for 10 days, Ukraine will collapse",DATE OF PUBLICATION: 18/11/2020,"Keywords: Ukraine, Abandoned Ukraine"
1653638912-1700,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine will buy the Russian vaccine from Germany at an inflated price,https://euvsdisinfo.eu/report/ukraine-will-buy-russian-vaccine-from-germany-at-an-inflated-price,Disinfo: Ukraine will buy the Russian vaccine from Germany at an inflated price,DATE OF PUBLICATION: 25/11/2020,"Keywords: Sputnik V, coronavirus, vaccination"
1653638892-1693,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine’s fantasies on causing shortages in Crimea have failed,https://euvsdisinfo.eu/report/ukraines-fantasies-on-causing-shortages-in-crimea-have-failed,Disinfo: Ukraine’s fantasies on causing shortages in Crimea have failed,DATE OF PUBLICATION: 23/11/2020,"Keywords: Energy, Ukrainian disintegration, Crimea"
1653639034-1738,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Sweden supports Russia on Crimea,https://euvsdisinfo.eu/report/sweden-supports-russia-on-crimea,Disinfo: Sweden supports Russia on Crimea,DATE OF PUBLICATION: 06/12/2020,"Keywords: illegal annexation, Crimea, NATO, War in Ukraine"
1653639017-1732,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Crimea is inevitably Russian after the referendum,https://euvsdisinfo.eu/report/crimea-is-inevitable-russian-after-the-referendum,Disinfo: Crimea is inevitably Russian after the referendum,DATE OF PUBLICATION: 04/12/2020,"Keywords: Ukraine, Occupation, Manipulated elections/referendum, Ukrainian statehood, Crimea"
1653639020-1733,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"At the will of its residents, Crimea is Russian",https://euvsdisinfo.eu/report/at-the-will-of-its-residents-crimea-is-russian,"Disinfo: At the will of its residents, Crimea is Russian",DATE OF PUBLICATION: 04/12/2020,"Keywords: illegal annexation, Occupation, Manipulated elections/referendum, Ukrainian statehood, Crimea"
1653638976-1722,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"In Ukraine, it will be forbidden to communicate in Russian from January 2021",https://euvsdisinfo.eu/report/in-ukraine-it-will-be-forbidden-to-communicate-in-russian-from-january-2021,"Disinfo: In Ukraine, it will be forbidden to communicate in Russian from January 2021",DATE OF PUBLICATION: 02/12/2020,Keywords: Russophobia
1653638983-1724,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Holodomor-Genocide invented by Ukraine,https://euvsdisinfo.eu/report/genocide-invented-by-ukraine-a-hype-for-which-there-is-no-plot,Disinfo: Holodomor-Genocide invented by Ukraine,DATE OF PUBLICATION: 02/12/2020,"Keywords: Holodomor, USSR, Genocide"
1653638751-1643,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Crimea regained its Russian status in 2014,https://euvsdisinfo.eu/report/crimea-regained-its-russian-status-in-2014,Disinfo: Crimea regained its Russian status in 2014,DATE OF PUBLICATION: 09/11/2020,"Keywords: Ukraine, illegal annexation, Manipulated elections/referendum, Crimea, Referendum"
1653638756-1645,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,American 'Deep State' will continue a hybrid war against Russia through Joe Biden,https://euvsdisinfo.eu/report/american-deep-state-will-continue-a-hybrid-war-against-russia-through-joe-biden,Disinfo: American 'Deep State' will continue a hybrid war against Russia through Joe Biden,DATE OF PUBLICATION: 09/11/2020,"Keywords: Western values, Deep state, Anti-Russian, Alexei Navalny, Colour revolutions, Mikhail Khodorkovsky, Joe Biden, Conspiracy theory, Vladimir Putin"
1653638791-1657,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Biden will cause problems for Russia in Ukraine, Syria, Libya and the South Caucasus",https://euvsdisinfo.eu/report/biden-will-continue-to-cause-problems-for-russia-in-ukraine-syria-libya-and-the-south-caucasus,"Disinfo: Biden will cause problems for Russia in Ukraine, Syria, Libya and the South Caucasus",DATE OF PUBLICATION: 13/11/2020,"Keywords: Diplomacy with Russia, Democratic Party (US), Anti-Russian, Encircling Russia, Joe Biden, Conspiracy theory, Russophobia"
1653638954-1715,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,US did a tremendous job to organise Euromaidan in Ukraine,https://euvsdisinfo.eu/report/us-did-a-tremendous-job-to-organise-euromaidan-in-ukraine,Disinfo: US did a tremendous job to organise Euromaidan in Ukraine,DATE OF PUBLICATION: 30/11/2020,"Keywords: Colour revolutions, Euromaidan, Coup"
1653639011-1730,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,US ordered Ukrainian Minister of Health to discredit Sputnik V,https://euvsdisinfo.eu/report/us-ordered-ukrainian-minister-of-health-to-discredit-sputnik-v,Disinfo: US ordered Ukrainian Minister of Health to discredit Sputnik V,DATE OF PUBLICATION: 04/12/2020,"Keywords: Sputnik V, coronavirus, Conspiracy theory"
1653638805-1662,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Zelenskyy to create ""death camps"" in Donbas",https://euvsdisinfo.eu/report/zelensky-to-create-death-camps-in-donbas,"Disinfo: Zelenskyy to create ""death camps"" in Donbas",DATE OF PUBLICATION: 15/11/2020,"Keywords: Donbas, War in Ukraine"
1653638875-1687,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,After Euromaidan Ukraine lost its sovereignty and is falling apart,https://euvsdisinfo.eu/report/after-euromaidan-ukraine-lost-its-sovereignty-and-is-falling-apart,Disinfo: After Euromaidan Ukraine lost its sovereignty and is falling apart,DATE OF PUBLICATION: 23/11/2020,"Keywords: Ukraine, Civil war, Colour revolutions, Euromaidan, Coup, War in Ukraine"
1653638909-1699,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Kyiv is preparing a ""Karabakh scenario"" for Donbas",https://euvsdisinfo.eu/report/kyiv-is-preparing-a-karabakh-scenario-for-donbas,"Disinfo: Kyiv is preparing a ""Karabakh scenario"" for Donbas",DATE OF PUBLICATION: 25/11/2020,"Keywords: Eastern Ukraine, Nagorno-Karabakh, Donbas, War in Ukraine"
1653638895-1694,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Soros' NGOs have brought Ukraine to the complete loss of sovereignty,https://euvsdisinfo.eu/report/soros-ngos-have-brought-ukraine-to-the-complet-loss-of-sovereignty,Disinfo: Soros' NGOs have brought Ukraine to the complete loss of sovereignty,DATE OF PUBLICATION: 24/11/2020,"Keywords: Hybrid war, NGO, Sovereignty, George Soros, Ukrainian statehood"
1653638802-1661,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The Baltic countries had well-developed economy during the Soviet era,https://euvsdisinfo.eu/report/the-baltic-countries-had-well-developed-economy-during-the-soviet-era,Disinfo: The Baltic countries had well-developed economy during the Soviet era,DATE OF PUBLICATION: 15/11/2020,"Keywords: economy, security threat, Occupation, War in Ukraine"
1653638931-1707,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Anti-Belarusian information centre works in Ukraine,https://euvsdisinfo.eu/report/anti-belarusian-information-centre-works-in-ukraine,Disinfo: Anti-Belarusian information centre works in Ukraine,DATE OF PUBLICATION: 27/11/2020,Keywords: Information war
1653638973-1721,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Genocide invented by Ukraine is ""hype, which has no plot""",https://euvsdisinfo.eu/report/genocide-invented-by-ukraine-is-hype-which-has-no-plot,"Disinfo: Genocide invented by Ukraine is ""hype, which has no plot""",DATE OF PUBLICATION: 02/12/2020,"Keywords: Holodomor, Genocide, Ukrainian statehood"
1653638833-1672,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,In 2014 the Crimean population realised the right to self-determination through a free and peaceful vote,https://euvsdisinfo.eu/report/in-2014-the-crimean-population-realized-the-right-to-self-determination-through-a-free-and-peaceful-vote,Disinfo: In 2014 the Crimean population realised the right to self-determination through a free and peaceful vote,DATE OF PUBLICATION: 19/11/2020,"Keywords: Ukraine, illegal annexation, Crimean Tatars, Ukrainian statehood, Crimea, War in Ukraine"
1653639029-1736,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Holodomor is a myth invented of American propaganda,https://euvsdisinfo.eu/report/holodomor-is-a-myth-invented-of-american-propaganda,Disinfo: Holodomor is a myth invented of American propaganda,DATE OF PUBLICATION: 05/12/2020,"Keywords: Holodomor, Genocide, Russophobia"
1653639043-1741,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Soros plunges countries into chaos and anarchy,https://euvsdisinfo.eu/report/soros-plunges-countries-into-chaos-and-anarchy,Disinfo: Soros plunges countries into chaos and anarchy,DATE OF PUBLICATION: 07/12/2020,"Keywords: Nagorno-Karabakh, Colour revolutions, George Soros, Donbas"
1653638813-1665,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine and Latvia clear their educational space from the Russian language,https://euvsdisinfo.eu/report/ukraine-and-latvia-clear-away-their-educational-space-from-the-russian-language,Disinfo: Ukraine and Latvia clear their educational space from the Russian language,DATE OF PUBLICATION: 17/11/2020,"Keywords: West, Russian language, Freedom of speech, Media, Russophobia"
1653638867-1684,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Sandu advised Ukraine to speak directly with the ""DNR""",https://euvsdisinfo.eu/report/sandu-advised-ukraine-to-speak-directly-with-the-dnr,"Disinfo: Sandu advised Ukraine to speak directly with the ""DNR""",DATE OF PUBLICATION: 21/11/2020,"Keywords: Maia Sandu, DNR, Transnistria, LNR, Donbas"
1653638777-1652,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The OSCE confirmed that the Ukrainian Army attacks civilians,https://euvsdisinfo.eu/report/the-osce-confirmed-that-the-ukrainian-army-attacks-civilians,Disinfo: The OSCE confirmed that the Ukrainian Army attacks civilians,DATE OF PUBLICATION: 11/11/2020,"Keywords: Eastern Ukraine, OSCE, Donbas, War in Ukraine"
1653638999-1727,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Germany, France and Ukraine admitted that they need a war in Donbas",https://euvsdisinfo.eu/report/germany-france-and-ukraine-have-admitted-that-they-need-a-war-in-donbas,"Disinfo: Germany, France and Ukraine admitted that they need a war in Donbas",DATE OF PUBLICATION: 03/12/2020,"Keywords: United Nations, Ukraine, DNR, Eastern Ukraine, LNR, Minsk agreements, Donbas, War in Ukraine"
1653638782-1654,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukrainian fascism is directed by US fascism in foreign policy,https://euvsdisinfo.eu/report/ukrainian-fascism-is-directed-by-us-fascism-in-foreign-policy,Disinfo: Ukrainian fascism is directed by US fascism in foreign policy,DATE OF PUBLICATION: 12/11/2020,"Keywords: Puppets, Ukrainian statehood, War in Ukraine, Nazi/Fascist"
1653638807-1663,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine is preparing a law for the mass abduction of Russian citizens,https://euvsdisinfo.eu/report/ukraine-is-preparing-a-law-for-the-mass-abduction-of-russian-citizens,Disinfo: Ukraine is preparing a law for the mass abduction of Russian citizens,DATE OF PUBLICATION: 16/11/2020,"Keywords: Ukraine, Anti-Russian, Donbas"
1653639037-1739,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine is depriving Crimea of freshwater,https://euvsdisinfo.eu/report/ukraine-is-depriving-crimea-of-freshwater,Disinfo: Ukraine is depriving Crimea of freshwater,DATE OF PUBLICATION: 07/12/2020,"Keywords: United Nations, illegal annexation, UN, Ukrainian statehood, Crimea"
1653638940-1710,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Ukraine demonstrated an ""attack"" on Russia",https://euvsdisinfo.eu/report/ukraine-showed-an-attack-on-russia,"Disinfo: Ukraine demonstrated an ""attack"" on Russia",DATE OF PUBLICATION: 28/11/2020,"Keywords: Military exercise, Anti-Russian"
1653638830-1671,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,NATO gave up on Ukraine,https://euvsdisinfo.eu/report/nato-gave-up-on-ukraine,Disinfo: NATO gave up on Ukraine,DATE OF PUBLICATION: 18/11/2020,Keywords: NATO
1653638836-1673,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The US wants to convert Belarus into a zone of instability and make it an anti-Russian puppet,https://euvsdisinfo.eu/report/the-us-wants-to-convert-belarus-into-a-zone-of-instability-and-make-it-an-anti-russian-puppet,Disinfo: The US wants to convert Belarus into a zone of instability and make it an anti-Russian puppet,DATE OF PUBLICATION: 19/11/2020,"Keywords: Encircling Russia, Destabilising Russia, Puppets, Colour revolutions, Conspiracy theory"
1653638914-1701,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,The purpose of the Hague trial on MH17 is not to establish the true culprits,https://euvsdisinfo.eu/report/the-purpose-of-the-hague-trial-on-mh17-is-not-to-establish-the-true-culprits,Disinfo: The purpose of the Hague trial on MH17 is not to establish the true culprits,DATE OF PUBLICATION: 25/11/2020,"Keywords: Eastern Ukraine, MH17"
1653638937-1709,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Ukraine lacks doctors and nurses because of the EU-Ukraine Association Agreement,https://euvsdisinfo.eu/report/ukraine-lacks-doctors-and-nurses-because-of-the-eu-ukraine-association-agreement,Disinfo: Ukraine lacks doctors and nurses because of the EU-Ukraine Association Agreement,DATE OF PUBLICATION: 27/11/2020,"Keywords: European Union, Alexander Lukashenko, Europe, AA/DCFTA"
1653638864-1683,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,"Fakes about Russia: virtual attacks on Western states, poison attacks, and intentional plane crashes",https://euvsdisinfo.eu/report/virtual-attacks-on-western-states-alleged-poison-attacks-intentionally-caused-airplane-disasters-are-all-fakes-about-russia,"Disinfo: Fakes about Russia: virtual attacks on Western states, poison attacks, and intentional plane crashes",DATE OF PUBLICATION: 21/11/2020,"Keywords: Skripal, novichok, Amesbury poisoning, fake news, Cyber, Alexei Navalny, Russophobia, MH17"
1653638934-1708,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Donbas and Syrian conflicts are US-sponsored proxy wars,https://euvsdisinfo.eu/report/donbas-conflict-is-a-us-sponsored-proxy-war,Disinfo: Donbas and Syrian conflicts are US-sponsored proxy wars,DATE OF PUBLICATION: 27/11/2020,"Keywords: Ukraine, Eastern Ukraine, Imperialism/colonialism, Civil war, US presence in Europe, Donbas, War in Ukraine"
1653638886-1691,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Zelenskyy gives away port and island for American and British naval bases,https://euvsdisinfo.eu/report/zelenskyy-gives-away-port-and-island-for-american-and-british-naval-bases,Disinfo: Zelenskyy gives away port and island for American and British naval bases,DATE OF PUBLICATION: 23/11/2020,"Keywords: Volodymyr Zelensky, West, Military, Ukrainian statehood"
1653638858-1681,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B0%5D=77547&per_page=100&offset=1400,Russia and Belarus uncover US intelligence centres in Kyiv and Warsaw working against Minsk,https://euvsdisinfo.eu/report/russia-and-belarus-uncover-us-intelligence-centres-in-kyiv-and-warsaw-working-against-minsk,Disinfo: Russia and Belarus uncover US intelligence centres in Kyiv and Warsaw working against Minsk,DATE OF PUBLICATION: 20/11/2020,Keywords: Conspiracy theory
